segmento,pais,produto,faixa_desconto,data,ano,numero_mes,nome_mes,trimestre,unidades_vendidas,preco_fabricacao,preco_venda,vendas_brutas,descontos,vendas_liquidas,custo_mercadoria_vendida,lucro,margem_lucro,percentual_desconto,data_processamento,lucro_zscore,transacao_suspeita,lucro_medio_pais,lucro_relativo_pais,dia_da_semana
GOVERNMENT,CANADA,VTT,MEDIUM,2013-10-01,2013,10,OCTOBER,4,1389.0,250,20,27780.0,1389.0,26391.0,13890.0,12501.0,47.37,5.0,2025-11-07 21:38:37.145146,0.3874181226258238,False,9948.008970588236,1.2566333662303486,Terça-feira
GOVERNMENT,UNITED STATES OF AMERICA,VTT,MEDIUM,2013-11-01,2013,11,NOVEMBER,4,1265.0,250,20,25300.0,1265.0,24035.0,12650.0,11385.0,47.37,5.0,2025-11-07 21:38:37.145146,0.2625179334596874,False,9975.668039215687,1.1412769506006055,Sexta-feira
GOVERNMENT,GERMANY,VTT,MEDIUM,2013-11-01,2013,11,NOVEMBER,4,2297.0,250,20,45940.0,2297.0,43643.0,22970.0,20673.0,47.37,5.0,2025-11-07 21:38:37.145146,1.3020098303907581,False,8134.500666666666,2.5413975420413024,Sexta-feira
GOVERNMENT,UNITED STATES OF AMERICA,VTT,MEDIUM,2014-12-01,2014,12,DECEMBER,4,2663.0,250,20,53260.0,2663.0,50597.0,26630.0,23967.0,47.37,5.0,2025-11-07 21:38:37.145146,1.6706668403488703,False,9975.668039215687,2.402545865177401,Segunda-feira
GOVERNMENT,UNITED STATES OF AMERICA,VTT,MEDIUM,2014-12-01,2014,12,DECEMBER,4,570.0,250,7,3990.0,199.5,3790.5,2850.0,940.5,24.81,5.0,2025-11-07 21:38:37.145146,-0.9064068207927424,False,9975.668039215687,0.09427940026700654,Segunda-feira
GOVERNMENT,FRANCE,VTT,MEDIUM,2014-12-01,2014,12,DECEMBER,4,2487.0,250,7,17409.0,870.45,16538.55,12435.0,4103.549999999999,24.81,5.0,2025-11-07 21:38:37.145146,-0.5524054378698502,False,9547.830817307693,0.4297887214927759,Segunda-feira
GOVERNMENT,CANADA,AMARILLA,MEDIUM,2014-08-01,2014,8,AUGUST,3,552.0,260,350,193200.0,9660.0,183540.0,143520.0,40020.0,21.8,5.0,2025-11-07 21:38:37.145146,3.4672821958004723,True,9948.008970588236,4.022915552078918,Sexta-feira
MIDMARKET,FRANCE,PASEO,MEDIUM,2014-04-01,2014,4,APRIL,2,3801.0,10,15,57015.0,3420.9,53594.1,38010.0,15584.100000000002,29.08,6.0,2025-11-07 21:38:37.145146,0.73247168285711,False,9547.830817307693,1.6322136722144416,Terça-feira
GOVERNMENT,UNITED STATES OF AMERICA,CARRETERA,MEDIUM,2014-01-01,2014,1,JANUARY,1,1117.5,3,20,22350.0,1341.0,21009.0,11175.0,9834.0,46.81,6.0,2025-11-07 21:38:37.145146,0.08893353077449245,False,9975.668039215687,0.985798641388349,Quarta-feira
MIDMARKET,CANADA,CARRETERA,MEDIUM,2014-06-01,2014,6,JUNE,2,2844.0,3,15,42660.0,2559.6,40100.4,28440.0,11660.4,29.08,6.0,2025-11-07 21:38:37.145146,0.29334007691520164,False,9948.008970588236,1.1721340455637435,Domingo
CHANNEL PARTNERS,MEXICO,CARRETERA,MEDIUM,2014-09-01,2014,9,SEPTEMBER,3,562.0,3,12,6744.0,404.64,6339.36,1686.0,4653.36,73.4,6.0,2025-11-07 21:38:37.145146,-0.490871949513727,False,7735.317946428571,0.6015732038717911,Segunda-feira
CHANNEL PARTNERS,CANADA,CARRETERA,MEDIUM,2013-10-01,2013,10,OCTOBER,4,2299.0,3,12,27588.0,1655.28,25932.72,6897.0,19035.72,73.4,6.0,2025-11-07 21:38:37.145146,1.1187691657689556,False,9948.008970588236,1.9135205905302273,Terça-feira
MIDMARKET,UNITED STATES OF AMERICA,CARRETERA,MEDIUM,2014-11-01,2014,11,NOVEMBER,4,2030.0,3,15,30450.0,1827.0,28623.0,20300.0,8323.0,29.08,6.0,2025-11-07 21:38:37.145146,-0.08017416262159364,False,9975.668039215687,0.834330088699942,Sábado
GOVERNMENT,UNITED STATES OF AMERICA,CARRETERA,MEDIUM,2013-11-01,2013,11,NOVEMBER,4,263.0,3,7,1841.0,110.46,1730.54,1315.0,415.54,24.01,6.0,2025-11-07 21:38:37.145146,-0.9651591535030066,False,9975.668039215687,0.041655355648008395,Sexta-feira
ENTERPRISE,GERMANY,CARRETERA,MEDIUM,2013-12-01,2013,12,DECEMBER,4,887.0,3,125,110875.0,6652.5,104222.5,106440.0,0.0,-2.13,6.0,2025-11-07 21:38:37.145146,-1.0116654479529137,False,8134.500666666666,0.0,Domingo
GOVERNMENT,FRANCE,MONTANA,MEDIUM,2013-10-01,2013,10,OCTOBER,4,1403.0,5,7,9821.0,589.26,9231.74,7015.0,2216.74,24.01,6.0,2025-11-07 21:38:37.145146,-0.7635729342144361,False,9547.830817307693,0.23217210719545178,Terça-feira
CHANNEL PARTNERS,UNITED STATES OF AMERICA,MONTANA,MEDIUM,2014-11-01,2014,11,NOVEMBER,4,2723.0,5,12,32676.0,1960.56,30715.44,8169.0,22546.44,73.4,6.0,2025-11-07 21:38:37.145146,1.5116809866554592,False,9975.668039215687,2.260143371989417,Sábado
CHANNEL PARTNERS,CANADA,PASEO,MEDIUM,2013-10-01,2013,10,OCTOBER,4,2299.0,10,12,27588.0,1655.28,25932.72,6897.0,19035.72,73.4,6.0,2025-11-07 21:38:37.145146,1.1187691657689556,False,9948.008970588236,1.9135205905302273,Terça-feira
GOVERNMENT,UNITED STATES OF AMERICA,PASEO,MEDIUM,2013-10-01,2013,10,OCTOBER,4,727.0,10,350,254450.0,15267.0,239183.0,189020.0,50163.0,20.97,6.0,2025-11-07 21:38:37.145146,4.602463753786243,True,9975.668039215687,5.028535412646304,Terça-feira
ENTERPRISE,CANADA,VELO,MEDIUM,2014-02-01,2014,2,FEBRUARY,1,952.0,120,125,119000.0,7140.0,111860.0,114240.0,0.0,-2.13,6.0,2025-11-07 21:38:37.145146,-1.0116654479529137,False,9948.008970588236,0.0,Sábado
MIDMARKET,GERMANY,VELO,MEDIUM,2014-05-01,2014,5,MAY,2,1530.0,120,15,22950.0,1377.0,21573.0,15300.0,6273.0,29.08,6.0,2025-11-07 21:38:37.145146,-0.30960551368842126,False,8134.500666666666,0.7711598114073956,Quinta-feira
GOVERNMENT,MEXICO,VELO,MEDIUM,2014-06-01,2014,6,JUNE,2,1498.0,120,7,10486.0,629.16,9856.84,7490.0,2366.84,24.01,6.0,2025-11-07 21:38:37.145146,-0.7467740826070551,False,7735.317946428571,0.30597837301474856,Domingo
MIDMARKET,CANADA,VTT,MEDIUM,2014-06-01,2014,6,JUNE,2,2844.0,250,15,42660.0,2559.6,40100.4,28440.0,11660.4,29.08,6.0,2025-11-07 21:38:37.145146,0.29334007691520164,False,9948.008970588236,1.1721340455637435,Domingo
GOVERNMENT,MEXICO,VTT,MEDIUM,2014-06-01,2014,6,JUNE,2,1498.0,250,7,10486.0,629.16,9856.84,7490.0,2366.84,24.01,6.0,2025-11-07 21:38:37.145146,-0.7467740826070551,False,7735.317946428571,0.30597837301474856,Domingo
GOVERNMENT,MEXICO,VTT,MEDIUM,2013-11-01,2013,11,NOVEMBER,4,1123.0,250,20,22460.0,1347.6,21112.4,11230.0,9882.4,46.81,6.0,2025-11-07 21:38:37.145146,0.0943503490143141,False,7735.317946428571,1.2775686879894503,Sexta-feira
ENTERPRISE,FRANCE,AMARILLA,MEDIUM,2014-01-01,2014,1,JANUARY,1,1987.5,260,125,248437.5,14906.25,233531.25,238500.0,0.0,-2.13,6.0,2025-11-07 21:38:37.145146,-1.0116654479529137,False,9547.830817307693,0.0,Quarta-feira
GOVERNMENT,UNITED STATES OF AMERICA,AMARILLA,MEDIUM,2013-10-01,2013,10,OCTOBER,4,727.0,260,350,254450.0,15267.0,239183.0,189020.0,50163.0,20.97,6.0,2025-11-07 21:38:37.145146,4.602463753786243,True,9975.668039215687,5.028535412646304,Terça-feira
GOVERNMENT,FRANCE,AMARILLA,MEDIUM,2013-10-01,2013,10,OCTOBER,4,1403.0,260,7,9821.0,589.26,9231.74,7015.0,2216.74,24.01,6.0,2025-11-07 21:38:37.145146,-0.7635729342144361,False,9547.830817307693,0.23217210719545178,Terça-feira
GOVERNMENT,FRANCE,MONTANA,MEDIUM,2013-10-01,2013,10,OCTOBER,4,1757.0,5,20,35140.0,2108.4,33031.6,17570.0,15461.6,46.81,6.0,2025-11-07 21:38:37.145146,0.718761760659214,False,9547.830817307693,1.6193835328514836,Terça-feira
MIDMARKET,UNITED STATES OF AMERICA,PASEO,MEDIUM,2014-08-01,2014,8,AUGUST,3,2198.0,10,15,32970.0,1978.2,30991.8,21980.0,9011.8,29.08,6.0,2025-11-07 21:38:37.145146,-0.0030852286631396536,False,9975.668039215687,0.9033780960406267,Sexta-feira
MIDMARKET,GERMANY,PASEO,MEDIUM,2014-08-01,2014,8,AUGUST,3,1743.0,10,15,26145.0,1568.7,24576.3,17430.0,7146.299999999999,29.08,6.0,2025-11-07 21:38:37.145146,-0.21186775813395278,False,8134.500666666666,0.8785173537797977,Sexta-feira
MIDMARKET,UNITED STATES OF AMERICA,PASEO,MEDIUM,2014-10-01,2014,10,OCTOBER,4,1153.0,10,15,17295.0,1037.7,16257.3,11530.0,4727.299999999999,29.08,6.0,2025-11-07 21:38:37.145146,-0.48259675239280936,False,9975.668039215687,0.47388305037981915,Quarta-feira
GOVERNMENT,FRANCE,PASEO,MEDIUM,2013-10-01,2013,10,OCTOBER,4,1757.0,10,20,35140.0,2108.4,33031.6,17570.0,15461.6,46.81,6.0,2025-11-07 21:38:37.145146,0.718761760659214,False,9547.830817307693,1.6193835328514836,Terça-feira
GOVERNMENT,GERMANY,VELO,MEDIUM,2014-08-01,2014,8,AUGUST,3,1001.0,120,20,20020.0,1201.2,18818.8,10010.0,8808.8,46.81,6.0,2025-11-07 21:38:37.145146,-0.025804528305366975,False,8134.500666666666,1.082893758444997,Sexta-feira
GOVERNMENT,MEXICO,VELO,MEDIUM,2014-11-01,2014,11,NOVEMBER,4,1333.0,120,7,9331.0,559.86,8771.14,6665.0,2106.1399999999994,24.01,6.0,2025-11-07 21:38:37.145146,-0.7759510353988219,False,7735.317946428571,0.2722758152394257,Sábado
MIDMARKET,UNITED STATES OF AMERICA,VTT,MEDIUM,2014-10-01,2014,10,OCTOBER,4,1153.0,250,15,17295.0,1037.7,16257.3,11530.0,4727.299999999999,29.08,6.0,2025-11-07 21:38:37.145146,-0.48259675239280936,False,9975.668039215687,0.47388305037981915,Quarta-feira
CHANNEL PARTNERS,MEXICO,CARRETERA,MEDIUM,2014-02-01,2014,2,FEBRUARY,1,727.0,3,12,8724.0,610.68,8113.32,2181.0,5932.32,73.12,7.0,2025-11-07 21:38:37.145146,-0.3477336467037612,False,7735.317946428571,0.7669135310383689,Sábado
CHANNEL PARTNERS,CANADA,CARRETERA,MEDIUM,2014-08-01,2014,8,AUGUST,3,1884.0,3,12,22608.0,1582.56,21025.44,5652.0,15373.44,73.12,7.0,2025-11-07 21:38:37.145146,0.7088950933860182,False,9948.008970588236,1.5453785823326367,Sexta-feira
GOVERNMENT,MEXICO,CARRETERA,MEDIUM,2013-09-01,2013,9,SEPTEMBER,3,1834.0,3,20,36680.0,2567.6,34112.4,18340.0,15772.4,46.24,7.0,2025-11-07 21:38:37.145146,0.7535457918355896,False,7735.317946428571,2.039011209265442,Domingo
CHANNEL PARTNERS,MEXICO,MONTANA,MEDIUM,2014-01-01,2014,1,JANUARY,1,2340.0,5,12,28080.0,1965.6,26114.4,7020.0,19094.4,73.12,7.0,2025-11-07 21:38:37.145146,1.1253364982960783,False,7735.317946428571,2.468469962351834,Quarta-feira
CHANNEL PARTNERS,FRANCE,MONTANA,MEDIUM,2014-11-01,2014,11,NOVEMBER,4,2342.0,5,12,28104.0,1967.28,26136.72,7026.0,19110.72,73.12,7.0,2025-11-07 21:38:37.145146,1.1271629956860345,False,9547.830817307693,2.001577150420106,Sábado
GOVERNMENT,FRANCE,PASEO,MEDIUM,2013-09-01,2013,9,SEPTEMBER,3,1031.0,10,7,7217.0,505.19,6711.81,5155.0,1556.8100000000004,23.2,7.0,2025-11-07 21:38:37.145146,-0.8374308032434757,False,9547.830817307693,0.1630537898909892,Domingo
MIDMARKET,CANADA,VELO,MEDIUM,2014-05-01,2014,5,MAY,2,1262.0,120,15,18930.0,1325.1,17604.9,12620.0,4984.9000000000015,28.32,7.0,2025-11-07 21:38:37.145146,-0.45376674457094823,False,9948.008970588236,0.501095245766072,Quinta-feira
GOVERNMENT,CANADA,VELO,MEDIUM,2014-06-01,2014,6,JUNE,2,1135.0,120,7,7945.0,556.15,7388.85,5675.0,1713.8500000000004,23.2,7.0,2025-11-07 21:38:37.145146,-0.8198552425744344,False,9948.008970588236,0.172280705120701,Domingo
GOVERNMENT,UNITED STATES OF AMERICA,VELO,MEDIUM,2014-11-01,2014,11,NOVEMBER,4,547.0,120,7,3829.0,268.03,3560.9700000000003,2735.0,825.9700000000003,23.2,7.0,2025-11-07 21:38:37.145146,-0.9192247586647831,False,9975.668039215687,0.08279846490009507,Sábado
GOVERNMENT,CANADA,VELO,MEDIUM,2014-12-01,2014,12,DECEMBER,4,1582.0,120,7,11074.0,775.18,10298.82,7910.0,2388.82,23.2,7.0,2025-11-07 21:38:37.145146,-0.7443141308526898,False,9948.008970588236,0.2401304629964308,Segunda-feira
CHANNEL PARTNERS,FRANCE,VTT,MEDIUM,2014-04-01,2014,4,APRIL,2,1738.5,250,12,20862.0,1460.34,19401.66,5215.5,14186.16,73.12,7.0,2025-11-07 21:38:37.145146,0.5760174082666898,False,9547.830817307693,1.485799263879314,Terça-feira
CHANNEL PARTNERS,GERMANY,VTT,MEDIUM,2013-09-01,2013,9,SEPTEMBER,3,2215.0,250,12,26580.0,1860.6,24719.4,6645.0,18074.4,73.12,7.0,2025-11-07 21:38:37.145146,1.011180411423803,False,8134.500666666666,2.2219433915673252,Domingo
GOVERNMENT,CANADA,VTT,MEDIUM,2014-12-01,2014,12,DECEMBER,4,1582.0,250,7,11074.0,775.18,10298.82,7910.0,2388.82,23.2,7.0,2025-11-07 21:38:37.145146,-0.7443141308526898,False,9948.008970588236,0.2401304629964308,Segunda-feira
GOVERNMENT,CANADA,AMARILLA,MEDIUM,2014-06-01,2014,6,JUNE,2,1135.0,260,7,7945.0,556.15,7388.85,5675.0,1713.8500000000004,23.2,7.0,2025-11-07 21:38:37.145146,-0.8198552425744344,False,9948.008970588236,0.172280705120701,Domingo
SMALL BUSINESS,FRANCE,CARRETERA,MEDIUM,2014-06-01,2014,6,JUNE,2,448.0,3,300,134400.0,9408.0,124992.0,112000.0,12992.0,10.39,7.0,2025-11-07 21:38:37.145146,0.4423697291496347,False,9547.830817307693,1.3607279232942564,Domingo
GOVERNMENT,FRANCE,MONTANA,MEDIUM,2014-10-01,2014,10,OCTOBER,4,1976.0,5,20,39520.0,2766.4,36753.6,19760.0,16993.6,46.24,7.0,2025-11-07 21:38:37.145146,0.890219726432082,False,9547.830817307693,1.7798388267621055,Quarta-feira
SMALL BUSINESS,FRANCE,PASEO,MEDIUM,2014-06-01,2014,6,JUNE,2,448.0,10,300,134400.0,9408.0,124992.0,112000.0,12992.0,10.39,7.0,2025-11-07 21:38:37.145146,0.4423697291496347,False,9547.830817307693,1.3607279232942564,Domingo
MIDMARKET,FRANCE,PASEO,MEDIUM,2014-08-01,2014,8,AUGUST,3,2101.0,10,15,31515.0,2206.05,29308.95,21010.0,8298.95,28.32,7.0,2025-11-07 21:38:37.145146,-0.08286578408167025,False,9547.830817307693,0.8691974291119821,Sexta-feira
MIDMARKET,UNITED STATES OF AMERICA,PASEO,MEDIUM,2013-09-01,2013,9,SEPTEMBER,3,2931.0,10,15,43965.0,3077.55,40887.45,29310.0,11577.449999999995,28.32,7.0,2025-11-07 21:38:37.145146,0.2840565010269117,False,9975.668039215687,1.1605688916759749,Domingo
GOVERNMENT,FRANCE,PASEO,MEDIUM,2014-09-01,2014,9,SEPTEMBER,3,1535.0,10,20,30700.0,2149.0,28551.0,15350.0,13201.0,46.24,7.0,2025-11-07 21:38:37.145146,0.46576053518522836,False,9547.830817307693,1.3826177120849352,Segunda-feira
CHANNEL PARTNERS,MEXICO,PASEO,MEDIUM,2013-11-01,2013,11,NOVEMBER,4,2763.0,10,12,33156.0,2320.92,30835.08,8289.0,22546.08,73.12,7.0,2025-11-07 21:38:37.145146,1.5116406962718576,False,7735.317946428571,2.9146933786231273,Sexta-feira
GOVERNMENT,GERMANY,PASEO,MEDIUM,2013-12-01,2013,12,DECEMBER,4,2125.0,10,7,14875.0,1041.25,13833.75,10625.0,3208.75,23.2,7.0,2025-11-07 21:38:37.145146,-0.6525494246672147,False,8134.500666666666,0.39446182765080195,Domingo
GOVERNMENT,MEXICO,VELO,MEDIUM,2014-08-01,2014,8,AUGUST,3,609.0,120,20,12180.0,852.6,11327.4,6090.0,5237.4,46.24,7.0,2025-11-07 21:38:37.145146,-0.425507517183449,False,7735.317946428571,0.6770762412446316,Sexta-feira
ENTERPRISE,GERMANY,VELO,MEDIUM,2014-09-01,2014,9,SEPTEMBER,3,2087.0,120,125,260875.0,18261.25,242613.75,250440.0,0.0,-3.23,7.0,2025-11-07 21:38:37.145146,-1.0116654479529137,False,8134.500666666666,0.0,Segunda-feira
GOVERNMENT,FRANCE,VELO,MEDIUM,2014-10-01,2014,10,OCTOBER,4,1976.0,120,20,39520.0,2766.4,36753.6,19760.0,16993.6,46.24,7.0,2025-11-07 21:38:37.145146,0.890219726432082,False,9547.830817307693,1.7798388267621055,Quarta-feira
GOVERNMENT,UNITED STATES OF AMERICA,VELO,MEDIUM,2013-12-01,2013,12,DECEMBER,4,1421.0,120,20,28420.0,1989.4,26430.6,14210.0,12220.6,46.24,7.0,2025-11-07 21:38:37.145146,0.3560363905091709,False,9975.668039215687,1.2250407643838173,Domingo
GOVERNMENT,GERMANY,VELO,MEDIUM,2013-12-01,2013,12,DECEMBER,4,588.0,120,20,11760.0,823.2,10936.8,5880.0,5056.799999999999,46.24,7.0,2025-11-07 21:38:37.145146,-0.44571985962377536,False,8134.500666666666,0.6216484830742735,Domingo
CHANNEL PARTNERS,CANADA,VTT,MEDIUM,2014-01-01,2014,1,JANUARY,1,3244.5,250,12,38934.0,2725.38,36208.62,9733.5,26475.120000000003,73.12,7.0,2025-11-07 21:38:37.145146,1.9513699429038618,False,9948.008970588236,2.661348625466157,Quarta-feira
ENTERPRISE,CANADA,AMARILLA,MEDIUM,2014-05-01,2014,5,MAY,2,1645.0,260,125,205625.0,14393.75,191231.25,197400.0,0.0,-3.23,7.0,2025-11-07 21:38:37.145146,-1.0116654479529137,False,9948.008970588236,0.0,Quinta-feira
ENTERPRISE,GERMANY,AMARILLA,MEDIUM,2013-09-01,2013,9,SEPTEMBER,3,994.0,260,125,124250.0,8697.5,115552.5,119280.0,0.0,-3.23,7.0,2025-11-07 21:38:37.145146,-1.0116654479529137,False,8134.500666666666,0.0,Domingo
GOVERNMENT,CANADA,AMARILLA,MEDIUM,2014-11-01,2014,11,NOVEMBER,4,1118.0,260,20,22360.0,1565.2,20794.8,11180.0,9614.8,46.24,7.0,2025-11-07 21:38:37.145146,0.06440116387017598,False,9948.008970588236,0.9665049587738225,Sábado
GOVERNMENT,CANADA,MONTANA,MEDIUM,2014-02-01,2014,2,FEBRUARY,1,488.0,5,7,3416.0,273.28,3142.7200000000003,2440.0,702.7200000000003,22.36,8.0,2025-11-07 21:38:37.145146,-0.9330186191618497,False,9948.008970588236,0.07063926078852818,Sábado
GOVERNMENT,UNITED STATES OF AMERICA,MONTANA,MEDIUM,2014-06-01,2014,6,JUNE,2,1282.0,5,20,25640.0,2051.2,23588.8,12820.0,10768.8,45.65,8.0,2025-11-07 21:38:37.145146,0.19355422686096577,False,9975.668039215687,1.079506651350707,Domingo
GOVERNMENT,CANADA,PASEO,MEDIUM,2014-05-01,2014,5,MAY,2,257.0,10,7,1799.0,143.92,1655.08,1285.0,370.0799999999999,22.36,8.0,2025-11-07 21:38:37.145146,-0.9702469336100789,False,9948.008970588236,0.037201413980843714,Quinta-feira
GOVERNMENT,UNITED STATES OF AMERICA,AMARILLA,MEDIUM,2014-06-01,2014,6,JUNE,2,1282.0,260,20,25640.0,2051.2,23588.8,12820.0,10768.8,45.65,8.0,2025-11-07 21:38:37.145146,0.19355422686096577,False,9975.668039215687,1.079506651350707,Domingo
ENTERPRISE,MEXICO,CARRETERA,MEDIUM,2014-08-01,2014,8,AUGUST,3,1540.0,3,125,192500.0,15400.0,177100.0,184800.0,0.0,-4.35,8.0,2025-11-07 21:38:37.145146,-1.0116654479529137,False,7735.317946428571,0.0,Sexta-feira
MIDMARKET,FRANCE,CARRETERA,MEDIUM,2014-11-01,2014,11,NOVEMBER,4,490.0,3,15,7350.0,588.0,6762.0,4900.0,1862.0,27.54,8.0,2025-11-07 21:38:37.145146,-0.8032746305448977,False,9547.830817307693,0.195018118316957,Sábado
MIDMARKET,FRANCE,MONTANA,MEDIUM,2014-03-01,2014,3,MARCH,1,2501.0,5,15,37515.0,3001.2,34513.8,25010.0,9503.800000000005,27.54,8.0,2025-11-07 21:38:37.145146,0.051978295592899584,False,9547.830817307693,0.9953883957361422,Sábado
GOVERNMENT,CANADA,MONTANA,MEDIUM,2014-06-01,2014,6,JUNE,2,708.0,5,20,14160.0,1132.8,13027.2,7080.0,5947.200000000001,45.65,8.0,2025-11-07 21:38:37.145146,-0.3460683108482126,False,9948.008970588236,0.5978281701979945,Domingo
GOVERNMENT,GERMANY,MONTANA,MEDIUM,2014-07-01,2014,7,JULY,3,645.0,5,20,12900.0,1032.0,11868.0,6450.0,5418.0,45.65,8.0,2025-11-07 21:38:37.145146,-0.40529517474312254,False,8134.500666666666,0.6660519461510074,Terça-feira
MIDMARKET,GERMANY,MONTANA,MEDIUM,2014-12-01,2014,12,DECEMBER,4,711.0,5,15,10665.0,853.2,9811.8,7110.0,2701.7999999999997,27.54,8.0,2025-11-07 21:38:37.145146,-0.7092861190200578,False,8134.500666666666,0.33214085421018674,Segunda-feira
ENTERPRISE,MEXICO,PASEO,MEDIUM,2014-03-01,2014,3,MARCH,1,1114.0,10,125,139250.0,11140.0,128110.0,133680.0,0.0,-4.35,8.0,2025-11-07 21:38:37.145146,-1.0116654479529137,False,7735.317946428571,0.0,Sábado
GOVERNMENT,GERMANY,PASEO,MEDIUM,2014-04-01,2014,4,APRIL,2,1259.0,10,7,8813.0,705.04,8107.96,6295.0,1812.96,22.36,8.0,2025-11-07 21:38:37.145146,-0.8087630761333451,False,8134.500666666666,0.22287293028680885,Terça-feira
GOVERNMENT,GERMANY,PASEO,MEDIUM,2014-05-01,2014,5,MAY,2,1095.0,10,7,7665.0,613.2,7051.8,5475.0,1576.8000000000002,22.36,8.0,2025-11-07 21:38:37.145146,-0.8351935677762437,False,8134.500666666666,0.19384103150441281,Quinta-feira
GOVERNMENT,GERMANY,PASEO,MEDIUM,2014-06-01,2014,6,JUNE,2,1366.0,10,20,27320.0,2185.6,25134.4,13660.0,11474.4,45.65,8.0,2025-11-07 21:38:37.145146,0.2725233787208456,False,8134.500666666666,1.4105844316934513,Domingo
GOVERNMENT,UNITED STATES OF AMERICA,PASEO,MEDIUM,2014-08-01,2014,8,AUGUST,3,678.0,10,7,4746.0,379.68,4366.32,3390.0,976.3199999999996,22.36,8.0,2025-11-07 21:38:37.145146,-0.9023979276243455,False,9975.668039215687,0.09787013723411354,Sexta-feira
GOVERNMENT,GERMANY,PASEO,MEDIUM,2014-08-01,2014,8,AUGUST,3,1598.0,10,7,11186.0,894.88,10291.12,7990.0,2301.120000000001,22.36,8.0,2025-11-07 21:38:37.145146,-0.7541293159690609,False,8134.500666666666,0.2828839893552984,Sexta-feira
GOVERNMENT,GERMANY,PASEO,MEDIUM,2013-09-01,2013,9,SEPTEMBER,3,2409.0,10,7,16863.0,1349.04,15513.96,12045.0,3468.959999999999,22.36,8.0,2025-11-07 21:38:37.145146,-0.6234273115642396,False,8134.500666666666,0.42645026930970803,Domingo
GOVERNMENT,GERMANY,PASEO,MEDIUM,2014-09-01,2014,9,SEPTEMBER,3,1934.0,10,20,38680.0,3094.4,35585.6,19340.0,16245.6,45.65,8.0,2025-11-07 21:38:37.145146,0.8065052627257471,False,8134.500666666666,1.997123199776819,Segunda-feira
GOVERNMENT,MEXICO,PASEO,MEDIUM,2014-09-01,2014,9,SEPTEMBER,3,2993.0,10,20,59860.0,4788.8,55071.2,29930.0,25141.2,45.65,8.0,2025-11-07 21:38:37.145146,1.8020806415306603,False,7735.317946428571,3.250183143616973,Segunda-feira
GOVERNMENT,MEXICO,PASEO,MEDIUM,2013-12-01,2013,12,DECEMBER,4,1946.0,10,7,13622.0,1089.76,12532.24,9730.0,2802.24,22.36,8.0,2025-11-07 21:38:37.145146,-0.6980451019951055,False,7735.317946428571,0.36226565209175476,Domingo
CHANNEL PARTNERS,CANADA,VELO,MEDIUM,2014-03-01,2014,3,MARCH,1,598.0,120,12,7176.0,574.08,6601.92,1794.0,4807.92,72.83,8.0,2025-11-07 21:38:37.145146,-0.47357394482061044,False,9948.008970588236,0.48330475115320515,Sábado
GOVERNMENT,UNITED STATES OF AMERICA,VELO,MEDIUM,2014-06-01,2014,6,JUNE,2,2907.0,120,7,20349.0,1627.92,18721.08,14535.0,4186.080000000002,22.36,8.0,2025-11-07 21:38:37.145146,-0.5431688674290961,False,9975.668039215687,0.41962903973387655,Domingo
GOVERNMENT,GERMANY,VELO,MEDIUM,2014-06-01,2014,6,JUNE,2,2338.0,120,7,16366.0,1309.28,15056.72,11690.0,3366.72,22.36,8.0,2025-11-07 21:38:37.145146,-0.6348697805072017,False,8134.500666666666,0.4138815814222074,Domingo
SMALL BUSINESS,FRANCE,VELO,MEDIUM,2013-11-01,2013,11,NOVEMBER,4,386.0,120,300,115800.0,9264.0,106536.0,96500.0,10036.0,9.42,8.0,2025-11-07 21:38:37.145146,0.11154091268449205,False,9547.830817307693,1.051128805278722,Sexta-feira
SMALL BUSINESS,MEXICO,VELO,MEDIUM,2014-12-01,2014,12,DECEMBER,4,635.0,120,300,190500.0,15240.0,175260.0,158750.0,16510.0,9.42,8.0,2025-11-07 21:38:37.145146,0.8360963111267564,False,7735.317946428571,2.134366048602144,Segunda-feira
GOVERNMENT,FRANCE,VTT,MEDIUM,2014-04-01,2014,4,APRIL,2,574.5,250,350,201075.0,16086.0,184989.0,149370.0,35619.0,19.25,8.0,2025-11-07 21:38:37.145146,2.974732256266273,True,9547.830817307693,3.730585583421961,Terça-feira
GOVERNMENT,GERMANY,VTT,MEDIUM,2014-06-01,2014,6,JUNE,2,2338.0,250,7,16366.0,1309.28,15056.72,11690.0,3366.72,22.36,8.0,2025-11-07 21:38:37.145146,-0.6348697805072017,False,8134.500666666666,0.4138815814222074,Domingo
GOVERNMENT,FRANCE,VTT,MEDIUM,2014-08-01,2014,8,AUGUST,3,381.0,250,350,133350.0,10668.0,122682.0,99060.0,23622.0,19.25,8.0,2025-11-07 21:38:37.145146,1.6320552227303067,False,9547.830817307693,2.4740698125043816,Sexta-feira
GOVERNMENT,GERMANY,VTT,MEDIUM,2014-08-01,2014,8,AUGUST,3,422.0,250,350,147700.0,11816.0,135884.0,109720.0,26164.0,19.25,8.0,2025-11-07 21:38:37.145146,1.916550098053173,False,8134.500666666666,3.216423610021218,Sexta-feira
SMALL BUSINESS,UNITED STATES OF AMERICA,VTT,MEDIUM,2013-12-01,2013,12,DECEMBER,4,808.0,250,300,242400.0,19392.0,223008.0,202000.0,21008.0,9.42,8.0,2025-11-07 21:38:37.145146,1.3395022706870445,False,9975.668039215687,2.1059241263256494,Domingo
